country,axis,year,cumulative_drift
EGY,monetary.monetary_expansion_direction,2013,2.0
EGY,monetary.monetary_expansion_direction,2014,2.0
EGY,monetary.monetary_expansion_direction,2015,2.0
EGY,monetary.monetary_expansion_direction,2018,1.0
EGY,monetary.monetary_expansion_direction,2019,1.0
EGY,monetary.monetary_expansion_direction,2020,1.0
EGY,monetary.monetary_expansion_direction,2021,1.0
EGY,monetary.monetary_expansion_direction,2022,1.0
EGY,monetary.monetary_expansion_direction,2023,1.0
EGY,monetary.monetary_expansion_direction,2024,-2.0
EGY,monetary.monetary_expansion_direction,2025,-2.0
EGY,regulatory.financial_deregulation,1976,2.0
EGY,regulatory.financial_deregulation,1977,2.0
EGY,regulatory.financial_deregulation,1978,2.0
EGY,regulatory.financial_deregulation,1979,2.0
EGY,regulatory.financial_deregulation,1980,2.0
EGY,regulatory.financial_deregulation,1981,2.0
EGY,regulatory.financial_deregulation,1982,2.0
EGY,regulatory.financial_deregulation,1983,2.0
EGY,regulatory.financial_deregulation,1984,2.0
EGY,regulatory.financial_deregulation,1985,2.0
EGY,regulatory.financial_deregulation,1986,2.0
EGY,regulatory.financial_deregulation,1987,2.0
EGY,regulatory.financial_deregulation,1988,2.0
EGY,regulatory.financial_deregulation,1989,2.0
EGY,regulatory.financial_deregulation,1990,2.0
EGY,regulatory.financial_deregulation,1991,2.0
EGY,regulatory.financial_deregulation,1992,2.0
EGY,regulatory.financial_deregulation,1993,2.0
EGY,regulatory.financial_deregulation,1994,2.0
EGY,regulatory.financial_deregulation,1995,2.0
EGY,regulatory.financial_deregulation,1996,2.0
EGY,regulatory.financial_deregulation,1997,2.0
EGY,regulatory.financial_deregulation,1998,2.0
EGY,regulatory.financial_deregulation,1999,2.0
EGY,regulatory.financial_deregulation,2000,2.0
EGY,regulatory.financial_deregulation,2001,2.0
EGY,regulatory.financial_deregulation,2002,2.0
EGY,regulatory.financial_deregulation,2003,2.0
EGY,regulatory.financial_deregulation,2004,2.0
EGY,regulatory.financial_deregulation,2005,2.0
EGY,regulatory.financial_deregulation,2006,2.0
EGY,regulatory.financial_deregulation,2007,2.0
EGY,regulatory.financial_deregulation,2008,2.0
EGY,regulatory.financial_deregulation,2009,2.0
EGY,regulatory.financial_deregulation,2010,2.0
EGY,regulatory.financial_deregulation,2011,2.0
EGY,regulatory.financial_deregulation,2012,1.0
EGY,regulatory.financial_deregulation,2013,1.0
EGY,regulatory.financial_deregulation,2014,1.0
EGY,regulatory.financial_deregulation,2015,1.0
EGY,regulatory.financial_deregulation,2016,1.0
EGY,regulatory.financial_deregulation,2017,1.0
EGY,regulatory.financial_deregulation,2018,1.0
EGY,regulatory.financial_deregulation,2019,1.0
EGY,regulatory.financial_deregulation,2020,1.0
EGY,regulatory.financial_deregulation,2021,1.0
EGY,regulatory.financial_deregulation,2022,1.0
EGY,regulatory.financial_deregulation,2023,1.0
EGY,regulatory.financial_deregulation,2024,1.0
EGY,regulatory.financial_deregulation,2025,1.0
EGY,regulatory.product_market_competition,1976,1.0
EGY,regulatory.product_market_competition,1977,1.0
EGY,regulatory.product_market_competition,1978,1.0
EGY,regulatory.product_market_competition,1979,1.0
EGY,regulatory.product_market_competition,1980,1.0
EGY,regulatory.product_market_competition,1981,1.0
EGY,regulatory.product_market_competition,1982,1.0
EGY,regulatory.product_market_competition,1983,1.0
EGY,regulatory.product_market_competition,1984,1.0
EGY,regulatory.product_market_competition,1985,1.0
EGY,regulatory.product_market_competition,1986,1.0
EGY,regulatory.product_market_competition,1987,1.0
EGY,regulatory.product_market_competition,1988,1.0
EGY,regulatory.product_market_competition,1989,1.0
EGY,regulatory.product_market_competition,1990,1.0
EGY,regulatory.product_market_competition,1991,3.0
EGY,regulatory.product_market_competition,1992,3.0
EGY,regulatory.product_market_competition,1993,3.0
EGY,regulatory.product_market_competition,1994,3.0
EGY,regulatory.product_market_competition,1995,3.0
EGY,regulatory.product_market_competition,1996,3.0
EGY,regulatory.product_market_competition,1997,3.0
EGY,regulatory.product_market_competition,1998,3.0
EGY,regulatory.product_market_competition,1999,3.0
EGY,regulatory.product_market_competition,2000,3.0
EGY,regulatory.product_market_competition,2001,3.0
EGY,regulatory.product_market_competition,2002,3.0
EGY,regulatory.product_market_competition,2003,3.0
EGY,regulatory.product_market_competition,2004,3.0
EGY,regulatory.product_market_competition,2005,3.0
EGY,regulatory.product_market_competition,2006,3.0
EGY,regulatory.product_market_competition,2007,3.0
EGY,regulatory.product_market_competition,2008,3.0
EGY,regulatory.product_market_competition,2009,3.0
EGY,regulatory.product_market_competition,2010,3.0
EGY,regulatory.product_market_competition,2011,3.0
EGY,regulatory.product_market_competition,2012,3.0
EGY,regulatory.product_market_competition,2013,3.0
EGY,regulatory.product_market_competition,2014,3.0
EGY,regulatory.product_market_competition,2015,3.0
EGY,regulatory.product_market_competition,2016,1.0
EGY,regulatory.product_market_competition,2017,1.0
EGY,regulatory.product_market_competition,2018,-2.0
EGY,regulatory.product_market_competition,2019,-2.0
EGY,regulatory.product_market_competition,2020,-2.0
EGY,regulatory.product_market_competition,2021,-2.0
EGY,regulatory.product_market_competition,2022,-2.0
EGY,regulatory.product_market_competition,2023,-2.0
EGY,regulatory.product_market_competition,2024,-4.0
EGY,regulatory.product_market_competition,2025,-4.0
EGY,regulatory.trade_openness,1976,2.0
EGY,regulatory.trade_openness,1977,2.0
EGY,regulatory.trade_openness,1978,2.0
EGY,regulatory.trade_openness,1979,2.0
EGY,regulatory.trade_openness,1980,2.0
EGY,regulatory.trade_openness,1981,3.0
EGY,regulatory.trade_openness,1982,3.0
EGY,regulatory.trade_openness,1983,3.0
EGY,regulatory.trade_openness,1984,3.0
EGY,regulatory.trade_openness,1985,3.0
EGY,regulatory.trade_openness,1986,3.0
EGY,regulatory.trade_openness,1987,3.0
EGY,regulatory.trade_openness,1988,3.0
EGY,regulatory.trade_openness,1989,3.0
EGY,regulatory.trade_openness,1990,3.0
EGY,regulatory.trade_openness,1991,5.0
EGY,regulatory.trade_openness,1992,5.0
EGY,regulatory.trade_openness,1993,5.0
EGY,regulatory.trade_openness,1994,5.0
EGY,regulatory.trade_openness,1995,5.0
EGY,regulatory.trade_openness,1996,5.0
EGY,regulatory.trade_openness,1997,5.0
EGY,regulatory.trade_openness,1998,5.0
EGY,regulatory.trade_openness,1999,5.0
EGY,regulatory.trade_openness,2000,5.0
EGY,regulatory.trade_openness,2001,5.0
EGY,regulatory.trade_openness,2002,5.0
EGY,regulatory.trade_openness,2003,5.0
EGY,regulatory.trade_openness,2004,5.0
EGY,regulatory.trade_openness,2005,5.0
EGY,regulatory.trade_openness,2006,5.0
EGY,regulatory.trade_openness,2007,5.0
EGY,regulatory.trade_openness,2008,5.0
EGY,regulatory.trade_openness,2009,5.0
EGY,regulatory.trade_openness,2010,5.0
EGY,regulatory.trade_openness,2011,5.0
EGY,regulatory.trade_openness,2012,5.0
EGY,regulatory.trade_openness,2013,5.0
EGY,regulatory.trade_openness,2014,5.0
EGY,regulatory.trade_openness,2015,5.0
EGY,regulatory.trade_openness,2016,6.0
EGY,regulatory.trade_openness,2017,6.0
EGY,regulatory.trade_openness,2018,6.0
EGY,regulatory.trade_openness,2019,6.0
EGY,regulatory.trade_openness,2020,6.0
EGY,regulatory.trade_openness,2021,6.0
EGY,regulatory.trade_openness,2022,6.0
EGY,regulatory.trade_openness,2023,6.0
EGY,regulatory.trade_openness,2024,7.0
EGY,regulatory.trade_openness,2025,7.0
EGY,statist_drift,1976,-1.0
EGY,statist_drift,1977,-1.0
EGY,statist_drift,1978,-1.0
EGY,statist_drift,1979,-1.0
EGY,statist_drift,1980,-1.0
EGY,statist_drift,1991,-9.0
EGY,statist_drift,1992,-9.0
EGY,statist_drift,1993,-9.0
EGY,statist_drift,1994,-9.0
EGY,statist_drift,1995,-9.0
EGY,statist_drift,1996,-9.0
EGY,statist_drift,1997,-9.0
EGY,statist_drift,1998,-9.0
EGY,statist_drift,1999,-9.0
EGY,statist_drift,2000,-9.0
EGY,statist_drift,2001,-9.0
EGY,statist_drift,2002,-9.0
EGY,statist_drift,2003,-9.0
EGY,statist_drift,2004,-9.0
EGY,statist_drift,2005,-9.0
EGY,statist_drift,2006,-9.0
EGY,statist_drift,2007,-9.0
EGY,statist_drift,2008,-9.0
EGY,statist_drift,2009,-9.0
EGY,statist_drift,2010,-9.0
EGY,statist_drift,2011,-7.0
EGY,statist_drift,2012,-6.0
EGY,statist_drift,2013,-6.0
EGY,statist_drift,2014,-6.0
EGY,statist_drift,2015,-6.0
EGY,statist_drift,2016,-10.0
EGY,statist_drift,2017,-10.0
EGY,statist_drift,2018,-3.0
EGY,statist_drift,2019,-3.0
EGY,statist_drift,2020,-3.0
EGY,statist_drift,2021,-3.0
EGY,statist_drift,2022,-3.0
EGY,statist_drift,2023,-3.0
EGY,statist_drift,2024,-7.0
EGY,statist_drift,2025,-7.0
ESP,fiscal.sectoral_subsidy,2019,2.0
ESP,fiscal.sectoral_subsidy,2020,2.0
ESP,fiscal.sectoral_subsidy,2021,2.0
ESP,fiscal.sectoral_subsidy,2022,2.0
ESP,fiscal.sectoral_subsidy,2023,2.0
ESP,fiscal.sectoral_subsidy,2024,2.0
ESP,fiscal.sectoral_subsidy,2025,2.0
ESP,fiscal.spending_level,1989,1.0
ESP,fiscal.spending_level,1990,1.0
ESP,fiscal.spending_level,1991,1.0
ESP,fiscal.spending_level,1992,-1.0
ESP,fiscal.spending_level,1993,-1.0
ESP,fiscal.spending_level,1994,-1.0
ESP,fiscal.spending_level,1995,-1.0
ESP,fiscal.spending_level,1996,-4.0
ESP,fiscal.spending_level,1997,-4.0
ESP,fiscal.spending_level,1998,-4.0
ESP,fiscal.spending_level,1999,-4.0
ESP,fiscal.spending_level,2000,-4.0
ESP,fiscal.spending_level,2001,-4.0
ESP,fiscal.spending_level,2002,-4.0
ESP,fiscal.spending_level,2003,-4.0
ESP,fiscal.spending_level,2004,-3.0
ESP,fiscal.spending_level,2005,-3.0
ESP,fiscal.spending_level,2006,-3.0
ESP,fiscal.spending_level,2007,-3.0
ESP,fiscal.spending_level,2008,-3.0
ESP,fiscal.spending_level,2009,-3.0
ESP,fiscal.spending_level,2010,-3.0
ESP,fiscal.spending_level,2011,-6.0
ESP,fiscal.spending_level,2012,-6.0
ESP,fiscal.spending_level,2013,-6.0
ESP,fiscal.spending_level,2014,-6.0
ESP,fiscal.spending_level,2015,-6.0
ESP,fiscal.spending_level,2016,-6.0
ESP,fiscal.spending_level,2017,-6.0
ESP,fiscal.spending_level,2018,-4.0
ESP,fiscal.spending_level,2019,-4.0
ESP,fiscal.spending_level,2020,-4.0
ESP,fiscal.spending_level,2021,-4.0
ESP,fiscal.spending_level,2022,-4.0
ESP,fiscal.spending_level,2023,-4.0
ESP,fiscal.spending_level,2024,-4.0
ESP,fiscal.spending_level,2025,-4.0
ESP,fiscal.tax_capital,2018,2.0
ESP,fiscal.tax_capital,2019,2.0
ESP,fiscal.tax_capital,2020,2.0
ESP,fiscal.tax_capital,2021,2.0
ESP,fiscal.tax_capital,2022,2.0
ESP,fiscal.tax_capital,2023,2.0
ESP,fiscal.tax_capital,2024,2.0
ESP,fiscal.tax_capital,2025,2.0
ESP,fiscal.tax_corporate,1996,-1.0
ESP,fiscal.tax_corporate,1997,-1.0
ESP,fiscal.tax_corporate,1998,-1.0
ESP,fiscal.tax_corporate,1999,-1.0
ESP,fiscal.tax_corporate,2000,-1.0
ESP,fiscal.tax_corporate,2001,-1.0
ESP,fiscal.tax_corporate,2002,-1.0
ESP,fiscal.tax_corporate,2003,-1.0
ESP,fiscal.tax_corporate,2004,-3.0
ESP,fiscal.tax_corporate,2005,-3.0
ESP,fiscal.tax_corporate,2006,-3.0
ESP,fiscal.tax_corporate,2007,-3.0
ESP,fiscal.tax_corporate,2008,-3.0
ESP,fiscal.tax_corporate,2009,-3.0
ESP,fiscal.tax_corporate,2010,-3.0
ESP,fiscal.tax_corporate,2011,-3.0
ESP,fiscal.tax_corporate,2012,-3.0
ESP,fiscal.tax_corporate,2013,-3.0
ESP,fiscal.tax_corporate,2014,-3.0
ESP,fiscal.tax_corporate,2015,-3.0
ESP,fiscal.tax_corporate,2016,-3.0
ESP,fiscal.tax_corporate,2017,-3.0
ESP,fiscal.tax_corporate,2018,-3.0
ESP,fiscal.tax_corporate,2019,-3.0
ESP,fiscal.tax_corporate,2020,-3.0
ESP,fiscal.tax_corporate,2021,-3.0
ESP,fiscal.tax_corporate,2022,-3.0
ESP,fiscal.tax_corporate,2023,-3.0
ESP,fiscal.tax_corporate,2024,-3.0
ESP,fiscal.tax_corporate,2025,-3.0
ESP,fiscal.tax_progressivity,1977,3.0
ESP,fiscal.tax_progressivity,1978,3.0
ESP,fiscal.tax_progressivity,1979,3.0
ESP,fiscal.tax_progressivity,1980,3.0
ESP,fiscal.tax_progressivity,1981,3.0
ESP,fiscal.tax_progressivity,1982,3.0
ESP,fiscal.tax_progressivity,1983,3.0
ESP,fiscal.tax_progressivity,1984,3.0
ESP,fiscal.tax_progressivity,1985,3.0
ESP,fiscal.tax_progressivity,1986,3.0
ESP,fiscal.tax_progressivity,1987,3.0
ESP,fiscal.tax_progressivity,1988,3.0
ESP,fiscal.tax_progressivity,1989,3.0
ESP,fiscal.tax_progressivity,1990,3.0
ESP,fiscal.tax_progressivity,1991,3.0
ESP,fiscal.tax_progressivity,1992,3.0
ESP,fiscal.tax_progressivity,1993,3.0
ESP,fiscal.tax_progressivity,1994,3.0
ESP,fiscal.tax_progressivity,1995,3.0
ESP,fiscal.tax_progressivity,1996,1.0
ESP,fiscal.tax_progressivity,1997,1.0
ESP,fiscal.tax_progressivity,1998,1.0
ESP,fiscal.tax_progressivity,1999,1.0
ESP,fiscal.tax_progressivity,2000,1.0
ESP,fiscal.tax_progressivity,2001,1.0
ESP,fiscal.tax_progressivity,2002,1.0
ESP,fiscal.tax_progressivity,2003,1.0
ESP,fiscal.tax_progressivity,2011,-2.0
ESP,fiscal.tax_progressivity,2012,-2.0
ESP,fiscal.tax_progressivity,2013,-2.0
ESP,fiscal.tax_progressivity,2014,-2.0
ESP,fiscal.tax_progressivity,2015,-2.0
ESP,fiscal.tax_progressivity,2016,-2.0
ESP,fiscal.tax_progressivity,2017,-2.0
ESP,fiscal.tax_progressivity,2018,-2.0
ESP,fiscal.tax_progressivity,2019,-2.0
ESP,fiscal.tax_progressivity,2020,-2.0
ESP,fiscal.tax_progressivity,2021,-2.0
ESP,fiscal.tax_progressivity,2022,-2.0
ESP,fiscal.tax_progressivity,2023,-2.0
ESP,fiscal.tax_progressivity,2024,-2.0
ESP,fiscal.tax_progressivity,2025,-2.0
ESP,fiscal.transfer_expansion,1982,3.0
ESP,fiscal.transfer_expansion,1983,3.0
ESP,fiscal.transfer_expansion,1984,3.0
ESP,fiscal.transfer_expansion,1985,3.0
ESP,fiscal.transfer_expansion,1986,3.0
ESP,fiscal.transfer_expansion,1987,3.0
ESP,fiscal.transfer_expansion,1988,3.0
ESP,fiscal.transfer_expansion,1989,3.0
ESP,fiscal.transfer_expansion,1990,3.0
ESP,fiscal.transfer_expansion,1991,3.0
ESP,fiscal.transfer_expansion,1992,3.0
ESP,fiscal.transfer_expansion,1993,3.0
ESP,fiscal.transfer_expansion,1994,3.0
ESP,fiscal.transfer_expansion,1995,3.0
ESP,fiscal.transfer_expansion,1996,3.0
ESP,fiscal.transfer_expansion,1997,3.0
ESP,fiscal.transfer_expansion,1998,3.0
ESP,fiscal.transfer_expansion,1999,3.0
ESP,fiscal.transfer_expansion,2000,3.0
ESP,fiscal.transfer_expansion,2001,3.0
ESP,fiscal.transfer_expansion,2002,3.0
ESP,fiscal.transfer_expansion,2003,3.0
ESP,fiscal.transfer_expansion,2004,5.0
ESP,fiscal.transfer_expansion,2005,5.0
ESP,fiscal.transfer_expansion,2006,5.0
ESP,fiscal.transfer_expansion,2007,5.0
ESP,fiscal.transfer_expansion,2008,3.0
ESP,fiscal.transfer_expansion,2009,3.0
ESP,fiscal.transfer_expansion,2010,3.0
ESP,fiscal.transfer_expansion,2011,3.0
ESP,fiscal.transfer_expansion,2012,3.0
ESP,fiscal.transfer_expansion,2013,3.0
ESP,fiscal.transfer_expansion,2014,3.0
ESP,fiscal.transfer_expansion,2015,3.0
ESP,fiscal.transfer_expansion,2016,4.0
ESP,fiscal.transfer_expansion,2017,4.0
ESP,fiscal.transfer_expansion,2018,7.0
ESP,fiscal.transfer_expansion,2019,7.0
ESP,fiscal.transfer_expansion,2020,7.0
ESP,fiscal.transfer_expansion,2021,7.0
ESP,fiscal.transfer_expansion,2022,7.0
ESP,fiscal.transfer_expansion,2023,7.0
ESP,fiscal.transfer_expansion,2024,7.0
ESP,fiscal.transfer_expansion,2025,7.0
ESP,institutional.rule_of_law,1977,3.0
ESP,institutional.rule_of_law,1978,3.0
ESP,institutional.rule_of_law,1979,3.0
ESP,institutional.rule_of_law,1980,3.0
ESP,institutional.rule_of_law,1981,3.0
ESP,institutional.rule_of_law,1982,3.0
ESP,institutional.rule_of_law,1983,3.0
ESP,institutional.rule_of_law,1984,3.0
ESP,institutional.rule_of_law,1985,3.0
ESP,institutional.rule_of_law,1986,3.0
ESP,institutional.rule_of_law,1987,3.0
ESP,institutional.rule_of_law,1988,3.0
ESP,institutional.rule_of_law,1989,3.0
ESP,institutional.rule_of_law,1990,3.0
ESP,institutional.rule_of_law,1991,3.0
ESP,institutional.rule_of_law,1992,3.0
ESP,institutional.rule_of_law,1993,3.0
ESP,institutional.rule_of_law,1994,3.0
ESP,institutional.rule_of_law,1995,3.0
ESP,institutional.rule_of_law,1996,3.0
ESP,institutional.rule_of_law,1997,3.0
ESP,institutional.rule_of_law,1998,3.0
ESP,institutional.rule_of_law,1999,3.0
ESP,institutional.rule_of_law,2000,3.0
ESP,institutional.rule_of_law,2001,3.0
ESP,institutional.rule_of_law,2002,3.0
ESP,institutional.rule_of_law,2003,3.0
ESP,institutional.rule_of_law,2004,3.0
ESP,institutional.rule_of_law,2005,3.0
ESP,institutional.rule_of_law,2006,3.0
ESP,institutional.rule_of_law,2007,3.0
ESP,institutional.rule_of_law,2008,3.0
ESP,institutional.rule_of_law,2009,3.0
ESP,institutional.rule_of_law,2010,3.0
ESP,institutional.rule_of_law,2011,3.0
ESP,institutional.rule_of_law,2012,3.0
ESP,institutional.rule_of_law,2013,3.0
ESP,institutional.rule_of_law,2014,3.0
ESP,institutional.rule_of_law,2015,3.0
ESP,institutional.rule_of_law,2016,5.0
ESP,institutional.rule_of_law,2017,5.0
ESP,institutional.rule_of_law,2018,5.0
ESP,institutional.rule_of_law,2019,5.0
ESP,institutional.rule_of_law,2020,5.0
ESP,institutional.rule_of_law,2021,5.0
ESP,institutional.rule_of_law,2022,5.0
ESP,institutional.rule_of_law,2023,5.0
ESP,institutional.rule_of_law,2024,5.0
ESP,institutional.rule_of_law,2025,5.0
ESP,monetary.central_bank_independence,1982,2.0
ESP,monetary.central_bank_independence,1983,2.0
ESP,monetary.central_bank_independence,1984,2.0
ESP,monetary.central_bank_independence,1985,2.0
ESP,monetary.central_bank_independence,1986,2.0
ESP,monetary.central_bank_independence,1987,2.0
ESP,monetary.central_bank_independence,1988,2.0
ESP,monetary.central_bank_independence,1989,5.0
ESP,monetary.central_bank_independence,1990,5.0
ESP,monetary.central_bank_independence,1991,5.0
ESP,monetary.central_bank_independence,1992,8.0
ESP,monetary.central_bank_independence,1993,8.0
ESP,monetary.central_bank_independence,1994,8.0
ESP,monetary.central_bank_independence,1995,8.0
ESP,monetary.central_bank_independence,1996,11.0
ESP,monetary.central_bank_independence,1997,11.0
ESP,monetary.central_bank_independence,1998,11.0
ESP,monetary.central_bank_independence,1999,11.0
ESP,monetary.central_bank_independence,2000,11.0
ESP,monetary.central_bank_independence,2001,11.0
ESP,monetary.central_bank_independence,2002,11.0
ESP,monetary.central_bank_independence,2003,11.0
ESP,monetary.central_bank_independence,2004,11.0
ESP,monetary.central_bank_independence,2005,11.0
ESP,monetary.central_bank_independence,2006,11.0
ESP,monetary.central_bank_independence,2007,11.0
ESP,monetary.central_bank_independence,2008,11.0
ESP,monetary.central_bank_independence,2009,11.0
ESP,monetary.central_bank_independence,2010,11.0
ESP,monetary.central_bank_independence,2011,11.0
ESP,monetary.central_bank_independence,2012,11.0
ESP,monetary.central_bank_independence,2013,11.0
ESP,monetary.central_bank_independence,2014,11.0
ESP,monetary.central_bank_independence,2015,11.0
ESP,monetary.central_bank_independence,2016,11.0
ESP,monetary.central_bank_independence,2017,11.0
ESP,monetary.central_bank_independence,2018,11.0
ESP,monetary.central_bank_independence,2019,11.0
ESP,monetary.central_bank_independence,2020,11.0
ESP,monetary.central_bank_independence,2021,11.0
ESP,monetary.central_bank_independence,2022,11.0
ESP,monetary.central_bank_independence,2023,11.0
ESP,monetary.central_bank_independence,2024,11.0
ESP,monetary.central_bank_independence,2025,11.0
ESP,monetary.monetary_expansion_direction,1989,2.0
ESP,monetary.monetary_expansion_direction,1990,2.0
ESP,monetary.monetary_expansion_direction,1991,2.0
ESP,monetary.monetary_expansion_direction,1992,2.0
ESP,monetary.monetary_expansion_direction,1993,2.0
ESP,monetary.monetary_expansion_direction,1994,2.0
ESP,monetary.monetary_expansion_direction,1995,2.0
ESP,monetary.monetary_expansion_direction,1996,2.0
ESP,monetary.monetary_expansion_direction,1997,2.0
ESP,monetary.monetary_expansion_direction,1998,2.0
ESP,monetary.monetary_expansion_direction,1999,2.0
ESP,monetary.monetary_expansion_direction,2000,2.0
ESP,monetary.monetary_expansion_direction,2001,2.0
ESP,monetary.monetary_expansion_direction,2002,2.0
ESP,monetary.monetary_expansion_direction,2003,2.0
ESP,monetary.monetary_expansion_direction,2004,2.0
ESP,monetary.monetary_expansion_direction,2005,2.0
ESP,monetary.monetary_expansion_direction,2006,2.0
ESP,monetary.monetary_expansion_direction,2007,2.0
ESP,monetary.monetary_expansion_direction,2008,2.0
ESP,monetary.monetary_expansion_direction,2009,2.0
ESP,monetary.monetary_expansion_direction,2010,2.0
ESP,monetary.monetary_expansion_direction,2011,2.0
ESP,monetary.monetary_expansion_direction,2012,2.0
ESP,monetary.monetary_expansion_direction,2013,2.0
ESP,monetary.monetary_expansion_direction,2014,2.0
ESP,monetary.monetary_expansion_direction,2015,2.0
ESP,monetary.monetary_expansion_direction,2016,2.0
ESP,monetary.monetary_expansion_direction,2017,2.0
ESP,monetary.monetary_expansion_direction,2018,2.0
ESP,monetary.monetary_expansion_direction,2019,2.0
ESP,monetary.monetary_expansion_direction,2020,2.0
ESP,monetary.monetary_expansion_direction,2021,2.0
ESP,monetary.monetary_expansion_direction,2022,2.0
ESP,monetary.monetary_expansion_direction,2023,2.0
ESP,monetary.monetary_expansion_direction,2024,2.0
ESP,monetary.monetary_expansion_direction,2025,2.0
ESP,regulatory.environmental_stringency,2007,3.0
ESP,regulatory.environmental_stringency,2008,3.0
ESP,regulatory.environmental_stringency,2009,3.0
ESP,regulatory.environmental_stringency,2010,3.0
ESP,regulatory.environmental_stringency,2011,3.0
ESP,regulatory.environmental_stringency,2012,3.0
ESP,regulatory.environmental_stringency,2013,3.0
ESP,regulatory.environmental_stringency,2014,3.0
ESP,regulatory.environmental_stringency,2015,3.0
ESP,regulatory.environmental_stringency,2016,3.0
ESP,regulatory.environmental_stringency,2017,3.0
ESP,regulatory.environmental_stringency,2018,5.0
ESP,regulatory.environmental_stringency,2019,8.0
ESP,regulatory.environmental_stringency,2020,8.0
ESP,regulatory.environmental_stringency,2021,10.0
ESP,regulatory.environmental_stringency,2022,10.0
ESP,regulatory.environmental_stringency,2023,10.0
ESP,regulatory.environmental_stringency,2024,10.0
ESP,regulatory.environmental_stringency,2025,10.0
ESP,regulatory.financial_deregulation,2008,-2.0
ESP,regulatory.financial_deregulation,2009,-2.0
ESP,regulatory.financial_deregulation,2010,-2.0
ESP,regulatory.financial_deregulation,2011,-5.0
ESP,regulatory.financial_deregulation,2012,-5.0
ESP,regulatory.financial_deregulation,2013,-5.0
ESP,regulatory.financial_deregulation,2014,-5.0
ESP,regulatory.financial_deregulation,2015,-5.0
ESP,regulatory.financial_deregulation,2016,-5.0
ESP,regulatory.financial_deregulation,2017,-5.0
ESP,regulatory.financial_deregulation,2018,-5.0
ESP,regulatory.financial_deregulation,2019,-5.0
ESP,regulatory.financial_deregulation,2020,-5.0
ESP,regulatory.financial_deregulation,2021,-5.0
ESP,regulatory.financial_deregulation,2022,-5.0
ESP,regulatory.financial_deregulation,2023,-5.0
ESP,regulatory.financial_deregulation,2024,-5.0
ESP,regulatory.financial_deregulation,2025,-5.0
ESP,regulatory.immigration_openness,1986,3.0
ESP,regulatory.immigration_openness,1987,3.0
ESP,regulatory.immigration_openness,1988,3.0
ESP,regulatory.immigration_openness,1989,3.0
ESP,regulatory.immigration_openness,1990,3.0
ESP,regulatory.immigration_openness,1991,3.0
ESP,regulatory.immigration_openness,1992,3.0
ESP,regulatory.immigration_openness,1993,3.0
ESP,regulatory.immigration_openness,1994,3.0
ESP,regulatory.immigration_openness,1995,3.0
ESP,regulatory.immigration_openness,1996,3.0
ESP,regulatory.immigration_openness,1997,3.0
ESP,regulatory.immigration_openness,1998,3.0
ESP,regulatory.immigration_openness,1999,3.0
ESP,regulatory.immigration_openness,2000,3.0
ESP,regulatory.immigration_openness,2001,3.0
ESP,regulatory.immigration_openness,2002,3.0
ESP,regulatory.immigration_openness,2003,3.0
ESP,regulatory.immigration_openness,2004,6.0
ESP,regulatory.immigration_openness,2005,6.0
ESP,regulatory.immigration_openness,2006,6.0
ESP,regulatory.immigration_openness,2007,6.0
ESP,regulatory.immigration_openness,2008,6.0
ESP,regulatory.immigration_openness,2009,6.0
ESP,regulatory.immigration_openness,2010,6.0
ESP,regulatory.immigration_openness,2011,6.0
ESP,regulatory.immigration_openness,2012,6.0
ESP,regulatory.immigration_openness,2013,6.0
ESP,regulatory.immigration_openness,2014,6.0
ESP,regulatory.immigration_openness,2015,6.0
ESP,regulatory.immigration_openness,2016,6.0
ESP,regulatory.immigration_openness,2017,6.0
ESP,regulatory.immigration_openness,2018,6.0
ESP,regulatory.immigration_openness,2019,6.0
ESP,regulatory.immigration_openness,2020,6.0
ESP,regulatory.immigration_openness,2021,6.0
ESP,regulatory.immigration_openness,2022,6.0
ESP,regulatory.immigration_openness,2023,6.0
ESP,regulatory.immigration_openness,2024,6.0
ESP,regulatory.immigration_openness,2025,6.0
ESP,regulatory.labour_market_flexibility,1982,2.0
ESP,regulatory.labour_market_flexibility,1983,2.0
ESP,regulatory.labour_market_flexibility,1984,2.0
ESP,regulatory.labour_market_flexibility,1985,2.0
ESP,regulatory.labour_market_flexibility,1986,2.0
ESP,regulatory.labour_market_flexibility,1987,2.0
ESP,regulatory.labour_market_flexibility,1988,2.0
ESP,regulatory.labour_market_flexibility,1989,4.0
ESP,regulatory.labour_market_flexibility,1990,4.0
ESP,regulatory.labour_market_flexibility,1991,4.0
ESP,regulatory.labour_market_flexibility,1992,4.0
ESP,regulatory.labour_market_flexibility,1993,4.0
ESP,regulatory.labour_market_flexibility,1994,4.0
ESP,regulatory.labour_market_flexibility,1995,4.0
ESP,regulatory.labour_market_flexibility,1996,6.0
ESP,regulatory.labour_market_flexibility,1997,6.0
ESP,regulatory.labour_market_flexibility,1998,6.0
ESP,regulatory.labour_market_flexibility,1999,6.0
ESP,regulatory.labour_market_flexibility,2000,6.0
ESP,regulatory.labour_market_flexibility,2001,6.0
ESP,regulatory.labour_market_flexibility,2002,6.0
ESP,regulatory.labour_market_flexibility,2003,6.0
ESP,regulatory.labour_market_flexibility,2004,6.0
ESP,regulatory.labour_market_flexibility,2005,6.0
ESP,regulatory.labour_market_flexibility,2006,6.0
